cell_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,DMSO_TF,Drug
file2_cell1161,-0.038629511,-0.048456605,-0.009602163,-0.102967145,-0.033590443,-0.070898385,-0.058734219,-0.112457642,-0.083476058,-0.01217377,-0.05091483,-0.194902375,-0.093754303,-0.141192817,0.080500657,-0.062562137,0.036007569,-0.148493222,0.017611433388284272,-0.258854076,-0.087782536,-0.103767234,-0.088001096,-0.051187872,-0.183796563,-0.103154748,0.17245770934984855,-0.1627792,-0.039079177,0.191083502,-0.174209522,-0.337200283,0.021340253,0.000180767,0.057400378,0.20237375365360788,0.20205275430318304,-0.137048777,-0.260505272,0.13545370585692126,0.23808829804519666,-0.190701803,-0.26615816,-0.110930473,-0.084377493,0.06744344,0.096302721,-0.245836725,-0.050911583,-0.090952612,nan,2
file2_cell1162,-0.040743051,-0.098216583,-0.016604033,-0.122928112,-0.043454156,-0.01718854,-0.023296505,-0.085658808,-0.018119734,-0.017247396,-0.06453748,-0.040699562,-0.083508487,-0.037061169,-0.07095311,-0.121424282,0.052058857,0.027211735600334408,-0.109921227,-0.049562536,0.049809115,-0.033725853,0.011218089833086912,0.012689626081533336,-0.060982255,-0.121217342,0.14330360675230344,-0.243312795,0.055754461,-0.102482852,-0.26439536,-0.183077721,0.021881366667208867,-0.208267055,-0.060205019,-0.069003829,0.094582572,0.034232633,-0.181957749,-0.095880481,0.14211305112372394,0.14157992123920493,-0.131307501,-0.215654449,0.2638957593221607,0.032416202253297464,-0.17044318,0.024300626206251532,-0.047473134,-0.074062235,nan,2
file2_cell1163,-0.014132567,-0.012745949,-0.038531513,-0.075917321,0.076496342,0.096940084,-0.121382953,-0.113219245,0.035472487,0.21224841768324243,0.006605281,-0.208629173,-0.298462536,-0.207450956,0.026512321,0.31820881326526135,-0.161491244,-0.500376,0.3792669607481186,-0.211652292,-0.300142163,0.073952999,0.3503003994773296,0.3875120070685245,-0.166482124,0.062593327,-0.36366171,-0.178805872,0.2243199750213411,0.13009085692186298,0.8389811724880616,-0.863743493,0.5561742358915495,0.3418821379782297,0.3649158170775852,-0.562355468,0.1541698960638502,-0.615591944,-0.643577871,0.777264851,-0.791595785,-1.083419227,-0.124238193,-0.89791914,-0.303630599,0.070380025,-0.769928743,0.27151891437247544,-0.369969898,0.36697014384614435,nan,2
file2_cell1164,-0.091378088,-0.378436751,-0.041164935,-0.027863208,0.00398249,-0.212900489,0.057064771,0.095665496,-0.149934007,0.074180659,0.3153549245880143,-0.066329607,0.12649322849970424,-1.110290822,-0.56377073,-0.447155698,1.2282580130323022,-0.648945293,-0.398733998,0.3859284839995544,0.048385881,-1.935037124,-0.033210818,0.2818007992517897,0.5788003217920251,1.0455339726971884,-0.08978438,-0.146759989,0.5186200988169489,-1.555867186,-1.827335837,0.6346096886083707,-0.591869396,-1.683038067,-0.209583038,-1.500790652,1.4546563774604382,0.023981170815385117,-0.313339315,-2.472981855,-0.264056088,0.7111265401064467,1.7113718192899028,0.9514200305535465,-0.339710058,-0.536328778,0.2699496461601686,2.8765332465590627,2.133332977180973,4.7881779640531725,nan,2
file2_cell1165,-0.036716143,-0.074839869,0.014477067830564688,-0.073777729,0.016732566234660386,-0.034346394,-0.040133856,-0.021562062,-0.026002509,-0.026276763,-0.043437641,0.017642674644233768,-0.053844038,-0.024053566,-0.037914257,-0.014587686,0.026406527,0.006593377,-0.09471316,-0.156177207,0.024038929046875615,-0.004190412,-0.058425881,-0.035795883,-0.083330476,-0.038784016,0.07869626,-0.077720855,0.050618296,-0.045825968,-0.048238607,-0.023004049,-0.044394658,-0.081112062,0.052941529,0.008477585,0.037389431,-0.020460264,-0.093268837,-0.003851124,0.16641621878378107,0.042029351,-0.084334491,-0.009898777,0.16741841923508088,0.025827238505617602,-0.107787804,-0.021674256,0.1478766669075871,0.046335547118591745,nan,2
file2_cell1166,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell1167,-0.01886438,-0.050225464,0.011365977133445738,-0.143850513,-0.055550336,-0.043769438,-0.010758913,-0.110666945,-0.094721541,0.012517146819564584,-0.009716636,0.023871566530994082,-0.164038258,-0.037063625,-0.110612828,1.1372632199581192,-0.061480345,0.027659270011157464,-0.123839213,-0.059554934,-0.038025821,0.004741253,0.035518931545280186,-0.208992396,-0.154368721,-0.007834541,0.046601040982739185,-0.004792021,0.00957662,-0.149363428,-0.012149393,0.000334529,0.3708204299223817,-0.22257684,-0.027630254,-0.363614899,0.6119485034465838,-0.096383131,0.078553252,0.24562487211346298,0.096064418,-0.091997494,-0.033801608,0.026066747813061508,-0.858433353,0.5394399741803289,-0.101969188,0.3025512317395132,-0.149994609,0.23549442497866582,nan,2
file2_cell1168,-0.046838272,-0.147413013,-0.052531609,-0.065049829,-0.082221522,-0.047715405,0.033628576,0.004392425,0.025613718400582887,-0.029225301,-0.066020452,-0.14961621,0.3897535292994343,-0.169058141,-0.164412491,-0.177581912,0.20628047197669244,-0.083737695,-0.40208147,0.7706896702884957,-0.00735958,-0.456024506,0.085445634,-0.057739681,0.2176299343250905,0.4015364804133128,0.09769146,-0.098451379,0.6363218228873018,-0.278330208,0.001314764,-0.015491522,0.11944974164698471,-0.294643853,-0.022319625,-0.146833026,0.28724111487869347,0.20879260090623497,0.27153492685254044,-0.721475693,0.1628493733304591,0.23522373096273283,0.14797515868205555,0.036448557,0.21085372690513596,-0.67709027,-0.304711952,0.7972142844443937,0.036266746,0.7242163034989064,nan,2
file2_cell1169,-0.031699238,-0.051292384,-0.001983512,-0.044890082,0.11896464900345508,-0.036741809,-0.022627183,-0.071997838,-0.029715143,-0.024322072,-0.026902979,-0.059777453,-0.040377576,-0.019766894,-0.071231284,-0.020005636,-0.006111323,-0.045745218,-0.031975106,-0.120134462,0.009703337,-0.029137974,0.010205472596383573,-0.12387591,0.099406187,-0.007134328,0.077674293,-0.020804865,-0.010112249,0.012950225538433549,-0.009088071,-0.090806805,0.019875666329446012,-0.104668421,0.008063755,-0.030235444,-0.034755497,0.017419200446980695,-0.00118277,-0.025616968,-0.088008933,0.048806544569180134,0.033132465038632646,0.042322101664934164,0.01978256,-0.034106934,-0.03516211,-0.012896284,0.054395154,-0.002669071,nan,2
file2_cell117,-0.023795871,-0.045744834,0.022912571,-0.056074806,0.025605108,-0.024994897,-0.015835401,-0.037788292,-0.022989036,-0.017215938,-0.009353013,-0.037807941,-0.042521127,-0.045551924,-0.065898258,-0.030462062,0.019481498776375825,-0.028113597,-0.066686372,-0.123093823,0.019956242179307474,-0.000751771,-0.065644501,-0.043183309,-0.022427738,-0.000878132,0.011722689206699435,-0.030230287,0.00953913,-0.054419513,0.007788445,-0.008251278,-0.033126452,-0.077772883,0.007333216,0.028762104,-0.01092375,0.008971211,0.039155103,-0.029392203,-0.031508659,0.049714695,0.012434205441496728,0.027902768618135003,0.009909082,0.034828936,-0.02661792,-0.043389206,0.030860871960811644,0.012451514,nan,2
file2_cell1170,-0.03269015,-0.052458187,-0.011749312,0.015012552299961276,-0.033004767,-0.030074334,-0.022358791,-0.068176755,-0.04310325,-0.045159467,-0.013902059,-0.076539076,-0.158926924,-0.032404888,-0.151309857,-0.037193155,0.12586356593771797,0.070999053,-0.015209701,-0.055373452,-0.019543775,0.014786522392024368,-0.033000889,-0.046098232,0.027099675,-0.015191969,-0.054901947,-0.054306308,-0.018599927,-0.074161422,-0.077415143,-0.050576697,0.022923132060378507,-0.311485383,-0.010697985,-0.153895718,-0.015112342,-0.215653262,-0.005429712,-0.074628256,-0.202852375,0.015536518364900111,-0.218403517,0.077355389,0.37206688255860565,0.29120365962470646,0.28353596847590234,-0.155647393,-0.32729272,-0.016952059,nan,2
file2_cell1171,-0.026496858,-0.04213406,-0.008946279,-0.085028621,-0.014455677,-0.030755481,-0.018692955,-0.085346513,-0.02338417,-0.020905371,-0.042722363,-0.094249338,-0.08141246,-0.025276696,-0.070907214,-0.012882096,0.005160113,-0.064148219,-0.009794789,-0.033588629,-0.045874038,-0.024128014,0.041003895,-0.081697914,0.029619272,-0.002361185,0.051604249129432074,-0.044045242,-0.031419583,0.016550012,-0.005021608,-0.00334913,0.044221781,-0.093562395,-0.006723777,-0.029401437,0.007384486,0.003072382,-0.001714809,-0.025665255,-0.063945548,0.009150222,0.041222862,0.006726429,-0.072018867,-0.005129349,-0.065094708,0.002618738,0.032668707,0.005302555,nan,2
file2_cell1172,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell1173,-0.029057105,0.14227771703059336,-0.008308197,-0.102515568,-0.007815788,-0.031376544,-0.023423002,-0.093720124,-0.032375297,-0.020420347,-0.044754345,-0.126724352,-0.099106277,-0.030715788,-0.087351407,-0.059438913,-0.024834182,-0.059745168,-0.041065648,0.32000057130388504,-0.031454947,-0.101672913,-0.004176182,-0.077935879,0.026071792743474806,-0.031719646,0.042489524,-0.05417943,-0.053666194,0.044537148,-0.017105886,0.035257088,-0.040293573,-0.136030072,-0.015831152,-0.080557227,0.012068733136416494,0.039247515,-0.029235881,-0.016026602,-0.108185607,0.054130007198164354,0.024482893020684085,-0.019969946,-0.130321374,0.11738949668184243,-0.088898709,-0.016421681,0.027121136,-0.112380414,nan,2
file2_cell1174,-0.023036074,-0.038919331,-0.008055902,-0.078721521,-0.016995567,-0.025524209,0.002447712,-0.083723337,-0.020185435,-0.031987096,-0.049471355,-0.036018288,-0.043511417,-0.044892153,-0.028382284,-0.064129171,0.010110083429131809,-0.040861051,-0.051991545,-0.074217541,0.004028196,-0.00813845,0.003502796,-0.023527848,-0.025958531,-0.069264261,0.012079523842956954,-0.084040408,-0.018892352,0.046599192,-0.064127023,-0.087721029,0.019257763089476916,-0.04883856,-0.015360141,-0.011254578,-0.054020338,0.007069188,-0.103923792,-0.005298363,-0.066317337,-0.016227676,-0.073013883,-0.040392753,-0.006881081,0.009845728,-0.095018292,-0.053931975,0.004492849,-0.034700158,nan,2
file2_cell1175,-0.053655165,0.2923074411406933,-1.559259557,6.431362834580276,-2.1502279,0.24414993260162715,0.010220320631546716,0.24360605142382208,0.08287421,0.065374987,0.529632106,0.044489716962063004,0.5276379437876283,0.068089164,-0.098149349,-0.191842771,-0.416720971,-0.034030596,-0.321590214,-0.167866926,-1.472007635,1.6425134875338365,0.2690951439411889,0.6541877041001497,-1.174398906,0.36309944817812984,0.45369250383197784,0.9334998825810837,0.3187011317893488,0.3870816661219656,-0.103392081,0.7785893095287191,0.16388508833657314,1.863327779274576,-1.302226146,-0.031289256,0.18524655519943253,-0.189717623,0.4334772475539118,-0.710755892,0.3462595228816631,-0.506476314,0.19391942042762378,-0.45896775,0.47512098769697636,-1.178393064,-0.614278711,0.9026629736693077,0.5020771950693684,-0.275273726,nan,2
file2_cell1176,-0.020272474,-0.03587918,-0.007763182,-0.072768839,-0.01586545,-0.021944057,0.002482649,-0.077776554,-0.01700812,-0.02514987,-0.038629981,-0.045723434,-0.043865079,-0.039169321,-0.030165439,-0.062740598,0.011949106276293735,-0.037596669,-0.049523963,-0.073361779,0.00893692,-0.013358717,0.000770133,-0.036318888,-0.020703201,-0.056790567,0.019874758237590738,-0.070867023,-0.015644942,0.028507084,-0.055588469,-0.063155835,0.015298967,-0.050646575,-0.018324399,-0.005180267,-0.037907496,0.006527735,-0.076842935,-0.002419142,-0.050943388,-0.006035132,-0.049753137,-0.035295208,-0.013033563,0.011536167374021458,-0.071996729,-0.041088612,0.011177466660830934,-0.02711864,nan,2
file2_cell1177,-0.002150922,-0.023988834,0.092530033,-0.084522298,-0.117434302,-0.071444053,0.026725582097629274,-0.349016835,-0.079738251,0.14553882567344434,0.2918625850855603,0.22075679185434294,-0.061349909,-0.134193187,-0.286631048,-0.483298935,-0.933302732,0.3571470151841949,-1.531027702,-1.073341637,-0.243132643,-0.966710118,0.13046722482013043,-0.496218439,0.6898184305002973,-0.07059293,0.11570799309670944,0.7970985438551559,-0.919683888,-0.763992062,-0.658057152,3.2550150906004123,0.5181968235717794,-0.076508387,-0.062782058,1.0694728932345616,-2.804257829,1.1274035967681948,-0.570064914,0.6661536901448878,-0.281868239,0.22997647949427152,1.4748211775923594,-0.261037603,0.8125477064437978,-1.202254895,-1.726864076,-0.926693488,-1.410438097,-0.99542503,nan,2
file2_cell1178,-0.020581518,-0.035897467,-0.008080367,-0.072811481,-0.013844038,-0.022750577,-0.008977773,-0.075278979,-0.016939783,-0.015247038,-0.028804806,-0.082859921,-0.064647899,-0.025265524,-0.054271478,-0.034122273,0.010306016263393359,-0.048387726,-0.025207237,-0.050812313,-0.015372907,-0.025007938,0.019582081733296543,-0.075175697,0.012464026837554409,-0.013371685,0.045767689,-0.041662699,-0.020602542,0.001908977,-0.018640036,-0.003380123,0.026606050677657235,-0.075960838,-0.015318813,-0.011583287,0.004593407,0.004049641,-0.005951506,-0.011843218,-0.04091976,0.013537653167289094,0.025499245340564566,-0.006811024,-0.051902036,0.004364595,-0.042665856,-0.003081449,0.030276418964685345,-0.001087578,nan,2
file2_cell1179,-0.024090709,-0.038661627,-0.029572106,-0.022765801,0.15975727595486952,-0.028036501,-0.005621015,-0.091079179,-0.01912556,-0.017261491,-0.020481736,-0.072269192,-0.017753512,0.005197743,-0.03829443,-0.054799246,-0.016363413,-0.036309357,-0.020754556,-0.117973448,0.044381704581761224,-0.059100619,0.055133039,-0.17565225,0.1579467986753888,-0.037098852,0.12259318981092908,-0.015705223,-0.01555572,0.052334829,-0.056689167,-0.139396138,0.046418589,-0.087582905,-0.017666333,-0.051385019,-0.047633833,0.022221582825258913,-0.054098302,0.010330381,-0.084040448,0.040189883145718926,0.022414394,0.010380448388333524,0.03559417,-0.072437976,-0.005822474,0.013303166438160596,0.064133663,-0.029939788,nan,2
file2_cell118,-0.019308255,-0.043997847,-0.011942963,-0.090751554,-0.01253443,-0.005693195,-0.002479321,-0.098983983,-0.012326514,-0.01231981,-0.037575726,-0.110710276,-0.08438878,-0.069378121,-0.077401127,-0.106859403,0.054720717,-0.04632836,-0.106786513,-0.07341497,0.052600759,0.007451821,0.037733823559466834,-0.138270908,-0.026220885,-0.013404426,0.073018503,-0.077715118,-0.0404213,-0.012724378,-0.147123856,0.051246610674212593,0.006656204,-0.108588794,-0.04639576,0.065460756,-0.016681013,0.048040106,0.030095763,0.045174746,0.11261076604978913,-0.027613086,-0.075824465,0.016628277339695147,0.017280026,0.043472875839183786,-0.036311875,0.22947317411547566,0.16061287585074543,0.003382425,nan,2
file2_cell1180,-0.02324815,-0.044822052,0.021310485,-0.056193396,0.023534736026952375,-0.024366271,-0.014851443,-0.039153126,-0.022256125,-0.016751138,-0.009508729,-0.039493065,-0.042638969,-0.044466557,-0.064219578,-0.032007357,0.019317880392701704,-0.028196182,-0.065447901,-0.12032352,0.020005323050815513,-0.00210459,-0.062448809,-0.044479433,-0.021652212,-0.002245731,0.013172127,-0.03069016,0.00861485,-0.052338072,0.005510078,-0.0079928,-0.03105202,-0.076557601,0.00557595,0.027737108,-0.010271435,0.008770163,0.036474181,-0.02757566,-0.030548793,0.048059186198779316,0.012133683257819444,0.025186554201529168,0.007882431,0.033803335352513404,-0.026050837,-0.041596251,0.030677617715578188,0.01132159,nan,2
file2_cell1181,-0.030079309,-0.063153369,-0.025147755,-0.060065238,0.046769572,-0.025188451,-0.012666363,-0.054416718,-0.011608045,-0.032194526,-0.053060535,-0.041874751,-0.081481492,1.1643263558224112e-05,-0.029096263,-0.068412085,0.027235968202270217,-0.019648849,-0.066570341,-0.147314187,0.027443149663899123,-0.030943557,-0.003317489,-0.087596031,-0.062204084,-0.064050257,0.10436347372595457,-0.086397303,-0.014314838,-0.095943812,-0.060328733,-0.009171723,-0.049317391,-0.121592664,0.042788289,-0.046316457,0.060646268,-0.030643349,-0.169526109,0.048623747910556375,0.1650500245020295,0.006917816,-0.057602248,-0.170638024,0.19664869798724524,0.1100452037494514,-0.191786031,-0.022497424,0.22273684303608016,0.079352344,nan,2
file2_cell1182,-0.021296748,-0.03665154,-0.008185066,-0.074288669,-0.013917992,-0.023718459,-0.010152446,-0.076496256,-0.017718981,-0.015931193,-0.030487593,-0.084237028,-0.066674921,-0.025266875,-0.056282923,-0.031554099,0.009683819,-0.050293344,-0.023343701,-0.048729778,-0.019060832,-0.024901545,0.022172216837468846,-0.075964305,0.014538286545234399,-0.012040394,0.046473393846809485,-0.041950775,-0.021910442,0.003679241,-0.016993417,-0.003376375,0.028735988100357268,-0.078089062,-0.014279578,-0.013737699,0.004930879,0.003931479,-0.005439242,-0.013514456,-0.043703834,0.013007164037587473,0.027400405,-0.005174195,-0.054334384,0.003216672,-0.045377754,-0.002392233,0.030565673180386523,-0.00031494,nan,2
file2_cell1183,-0.021806687,-0.055050708,-0.014880857,-0.098130622,-0.030769557,0.011588200468197469,-0.022782354,-0.11640298,-0.010555857,0.015971873031101317,-0.065353864,-0.122189347,-0.10189778,-0.179782404,-0.004516876,-0.193648358,0.12932490523831416,-0.044350658,0.060683670136289884,-0.016034587,0.021848450017118222,0.096999596,-0.165983446,0.17739520436097192,0.074319112,-0.154619044,1.1740103111378033,0.2835955986940229,-0.326524931,-0.237723154,0.5783479052670493,-0.062637198,-0.276475602,0.10562560835931842,-0.204397492,-0.08572395,0.1301461200123514,0.028789481928589603,0.29635924368157135,0.22618436298184902,-0.01023118,0.036625446,0.09763767,-0.003647625,-0.087434126,0.16279848811390032,-0.174377143,-0.104161216,0.046610122303485955,0.027887456,nan,2
file2_cell1184,-0.022995548,-0.038874749,-0.008051609,-0.078634229,-0.016978994,-0.025471708,0.002448224,-0.083636131,-0.020138842,-0.031886832,-0.049312373,-0.036160608,-0.043516603,-0.044808231,-0.028408433,-0.064108808,0.010137051594706464,-0.04081318,-0.051955359,-0.074204992,0.004100179,-0.008215002,0.003462723,-0.023715421,-0.025881465,-0.069081342,0.012193836273697975,-0.083847228,-0.018844731,0.046333882169126116,-0.06400181,-0.087360795,0.019199709726924124,-0.048865074,-0.01540361,-0.011165502,-0.053784053,0.007061248,-0.103526667,-0.005256141,-0.066091887,-0.016078209,-0.072672778,-0.040318,-0.006971304,0.009870517,-0.094680694,-0.053743635,0.004590875,-0.034588979,nan,2
file2_cell1185,-0.01639602,-0.036212375,-0.00804951,-0.075740792,-0.014906921,-0.017843035,0.003093875,-0.084304589,-0.010515385,-0.012263381,-0.016166154,-0.093193047,-0.061623856,-0.036479701,-0.050433724,-0.086243158,0.022252931,-0.043822224,-0.061435198,-0.100328524,0.027293207,-0.039067458,-0.003673138,-0.095666408,-0.009656018,-0.039434557,0.052220187,-0.054911585,-0.016908496,-0.032096125,-0.051454181,-0.002942853,0.001061935,-0.087950526,-0.035337252,0.02417415,-0.005666527,0.017594054402302467,-0.015969491,0.010704329,-0.015917362,0.039580482,0.013956395,-0.033322302,-0.045675766,0.028907511535385226,-0.030813484,-0.010695606,0.053107452,-0.000906635,nan,2
file2_cell1186,-0.084008247,0.060899347,-0.028670794,-0.00891884,0.1473664266833315,0.015192411196488566,0.035711963799582594,-0.083301233,0.14773459435563438,-0.419416993,-0.859003537,-1.393117541,10.173732277390204,1.8326809976820522,-0.666170374,0.42342094922552553,-0.471420734,-1.02446161,-0.000422475,0.8016178838388356,0.6632008890948358,0.7835883091553585,1.4978010770747685,0.5196700737913892,-0.062224656,-0.321089378,-0.312059915,0.5670561396117583,-0.880894802,1.8618527904355187,1.0173062342334689,-0.858515852,-1.878850507,-0.388406458,0.9982484125128228,0.19832716636844672,0.6751116959970388,-0.757852681,1.9255725577678116,-0.118586253,1.0823685444585838,2.9693557735950056,-2.130836588,-3.222757977,-2.802397227,0.07190289,4.021722065,-3.522780015,0.006042521,-1.5722363,nan,2
file2_cell1187,-0.019345747,-0.024840292,0.001245246,-0.096481231,0.001905785,0.008789163,-0.006563838,-0.067353362,-0.016098754,-0.005234672,-0.010380322,-0.104891624,-0.115025521,-0.057379263,0.015629512104314715,-0.071112446,0.038451615540403036,-0.062003568,-0.019195456,-0.00013568,0.051874598479277924,0.014664674536676223,0.008927564,-0.24596444,0.029964996875156944,-0.10961623,-0.025002043,-0.110411944,0.019578761,-0.074929537,-0.066806901,-0.100058031,0.011900906792372379,-0.166569651,-0.010347347,0.051028861,0.023942366396239596,-0.171653687,0.014438575198327764,-0.093344952,0.009375109,0.21459039607956706,-0.010982661,-0.125898162,-0.113658215,-0.017989317,0.002224609,-0.00511104,-0.023131079,-0.019171763,nan,2
file2_cell1188,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
file2_cell1189,-0.003513016,0.069292885,-0.182926253,-0.141674537,0.025325663,-0.225449076,-0.069621116,0.034346428,-0.071635666,-0.209961766,0.19492298306527892,-0.273817303,0.28310035297953545,-0.281945463,-0.730770022,0.2689520955783723,-0.138593735,-1.416105291,0.1838629284476071,0.074553909,-1.592448806,0.594833653,0.29340794190746783,-0.341206066,-1.101068561,0.3175135174139327,-0.041673755,-1.078067431,-0.205011801,-2.031678015,0.18326833933753323,-1.044110132,-3.682349752,2.5634928464257376,-4.419641709,-4.179570806,-2.973514739,-1.192616254,1.332154930613398,-3.883320613,2.376844079574173,-1.830089562,0.9770398081443747,-0.197440732,-0.736216727,-1.987362897,0.060311736,1.2679327561918672,-1.852939461,0.014759224484866553,nan,2
file2_cell119,-0.027983719,-0.0600435,-0.026034218,-0.074197149,-0.025959788,-0.018695139,-0.006701761,-0.014469633,-0.016850924,-0.028596073,-0.054388397,-0.096216436,0.18316424635830697,-0.005355155,-0.02672956,-0.042624977,0.037597813,0.012610222885379918,-0.084052652,-0.120159554,0.00694965,0.008034853,0.017400395779421773,-0.00516151,-0.079955515,0.064910416,0.021589795575881334,-0.062761914,0.24308584078831055,-0.005848968,0.034636019381404516,-0.023480491,-0.050580255,0.098041522,-0.023976888,-0.038946454,0.028382653579951567,-0.107828979,-0.073677976,0.012529839237714759,0.07335336,-0.011689536,-0.110951242,-0.006535756,0.2044149807263518,0.011542601,-0.102561328,0.1126863411530032,0.18064266025583045,0.054201391106771954,nan,2
file2_cell1190,-0.0094184,-0.018885336,0.018745157747145164,-0.200659246,-0.123535651,-0.128111224,0.008984751,-0.273756209,-0.120384495,-0.045229584,-0.091953052,-0.147165808,-0.166848709,-0.306912892,-0.238394896,0.1426359809760049,0.096656062,-0.629674558,0.1956297834795444,-0.541554497,-0.133598195,0.4603321298182185,-0.275338078,-0.026462893,-0.93190792,2.0605646948754144,-0.671124396,0.6199415697442884,3.8530928100185955,2.400328780569013,1.2645937488135486,-1.016464944,-0.648621227,0.36373715534013384,1.197667948984244,-1.013286478,1.7836596574740524,0.032766403198622035,1.225646146215007,-0.424663163,-0.383578394,0.39238905943566066,1.4508895854855854,0.51800334,1.7078089021345029,-0.723927084,-1.00174909,-0.848180778,0.32517778078673465,0.057736813867802494,nan,2
file2_cell1191,-0.032210371,-0.100601754,-0.013314545,-0.416845418,-0.113727194,-0.511099965,-4.326955812,8.412489771,0.2862057741233148,0.052674473,0.041653580127510595,0.026908066465681682,0.007882064,0.021288544033936253,-0.00066454,0.032626375,0.05279474,-0.02338945,-0.010849646,-0.197018793,0.005980365,0.071801415,0.015908183148122052,-0.052966362,0.057131642769193136,-0.052865719,0.02788476,-0.083086204,-0.052541145,0.023577847657717185,-0.046855857,0.093130424,-0.095744886,-0.020643112,-0.119426904,-0.009514896,0.00250872,0.016269344399390453,0.013658688777182713,-0.020177055,0.018548568,0.057456837095907556,0.14529184488406882,-0.057722697,-0.036617218,-0.015558841,-0.108268016,0.000633991,0.20057046987917085,0.015049452,nan,2
file2_cell1192,-0.032302968,-0.054930884,0.002176439,-0.026018,0.16329562220842103,-0.027308428,0.021603489748262806,-0.056642457,-0.016609132,-0.060124786,-0.023449035,-0.125345816,-0.112815079,-0.035784929,-0.13555265,-0.118833081,0.035007428,-0.102873448,-0.041703503,-0.267903163,0.044445823514134654,0.011152305077685443,-0.095700865,-0.13858713,-0.000828254,0.002838773,-0.009412059,-0.005099971,-0.121034601,-0.377564891,0.10551026827122746,-0.000195205,-0.174619539,-0.278803692,0.088593971,-0.102861482,0.001830632,-0.002973079,-0.027467785,0.019512336,-0.095393005,0.016257762859144414,0.13293917081483014,-0.359275731,0.24522372417242308,0.3881010254944152,-0.294445158,-0.1505067,0.2887982449249925,0.23092007755391208,nan,2
file2_cell1193,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,2
